GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%.1,Matches,Key
8,2,26,18,69.2,0,2,2,0,0,0,0,0,,,2023-2024_vincenzofiorillo
63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,,2023-2024_markflekken
79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,0,,2023-2024_wesfoderingham
2,25.71,2,0,0,0,0,0,0,,0,0,0,,,2023-2024_danielfuzato
46,1.21,168,121,75.6,25,6,7,12,31.6,7,5,1,16.7,,2023-2024_paulogazzaniga
5,2.5,9,4,55.6,0,0,2,0,0,1,1,0,0,,2023-2024_lucagemello
8,1.94,24,17,66.7,0,3,1,1,25,0,0,0,,,2023-2024_davidgil
8,1.14,24,16,66.7,3,1,3,1,14.3,0,0,0,,,2023-2024_pierluigigollini
2,2,5,3,80,0,0,1,0,0,1,1,0,0,,2023-2024_mathieugorgelin
2,1,9,7,77.8,1,1,0,0,0,0,0,0,,,2023-2024_jensgrahl
25,2.92,59,36,57.6,0,3,6,0,0,1,0,0,,,2023-2024_ivogrbic
0,0,4,4,100,0,1,0,1,100,0,0,0,,,2023-2024_dominikgreif
39,1.46,120,83,70.8,8,7,11,6,23.1,5,4,0,0,,2023-2024_vicenteguaita
9,0.69,41,33,78,9,4,0,5,38.5,1,0,0,,,2023-2024_petergulacsi
30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,,2023-2024_deanhenderson
47,1.47,132,84,64.4,12,7,13,9,28.1,1,0,1,100,,2023-2024_sergioherrera
GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,,2023-2024_player
24,0.73,102,78,76.5,28,5,0,15,45.5,0,0,0,,,2023-2024_lukashradecky
27,1.35,67,41,62.7,5,6,9,6,30,2,2,0,0,,2023-2024_samjohnstone
63,1.75,205,143,72.2,13,10,13,6,16.7,6,6,0,0,,2023-2024_filipjrgensen
85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,,2023-2024_thomaskaminski
4,4,7,4,42.9,0,0,1,0,0,0,0,0,,,2023-2024_loriskarius
11,1.1,38,28,71.1,8,2,0,2,20,0,0,0,,,2023-2024_caoimhinkelleher
34,1.29,118,84,75.4,14,8,5,7,25.9,6,5,1,16.7,,2023-2024_gregorkobel
32,1.45,97,65,72.2,11,5,6,5,22.7,6,5,1,16.7,,2023-2024_philippkohn
8,2.67,25,17,68,0,0,3,0,0,0,0,0,,,2023-2024_tomaskoubek
0,0,3,3,100,0,1,0,1,100,0,0,0,,,2023-2024_matejkovar
43,1.55,118,75,70.3,7,4,17,7,25,8,8,0,0,,2023-2024_albanlafont
2,1.02,9,7,77.8,1,0,1,0,0,0,0,0,,,2023-2024_nicolaleali
2,2,2,0,0,0,1,0,0,0,0,0,0,,,2023-2024_jean-louisleca
37,1.23,137,102,75.9,9,11,10,10,33.3,5,4,1,20,,2023-2024_benjaminlecomte
47,1.39,151,104,70.2,6,12,16,9,26.5,2,2,0,0,,2023-2024_jeremiasledesma
61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,,2023-2024_berndleno
49,1.58,155,106,71,16,4,11,9,29,6,4,1,20,,2023-2024_anthonylopes
39,1.19,124,86,71,13,11,9,7,21.2,3,3,0,0,,2023-2024_paulopez
17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,,2023-2024_andriylunin
4,4,4,1,0,0,0,1,0,0,0,0,0,,,2023-2024_andreasluthe
34,1.17,120,86,77.5,19,5,5,10,34.5,7,7,0,0,,2023-2024_mikemaignan
10,0.83,54,45,81.5,9,2,1,7,58.3,0,0,0,,,2023-2024_radosawmajecki
41,1.12,145,103,73.8,13,10,14,13,35.1,6,3,3,50,,2023-2024_giorgimamardashvili
46,1.35,147,104,70.7,12,10,12,7,20.6,3,3,0,0,,2023-2024_stevemandanda
6,0.75,29,23,79.3,6,1,1,4,50,0,0,0,,,2023-2024_christosmandas
GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,,2023-2024_player
2,1.98,5,3,60,0,1,0,0,0,0,0,0,,,2023-2024_vitomannone
2,2,4,2,100,0,0,1,0,0,2,2,0,0,,2023-2024_diegomarino
3,1.9,5,2,60,0,0,1,0,0,1,1,0,0,,2023-2024_unaimarrero
2,2,3,1,33.3,1,0,0,0,0,0,0,0,,,2023-2024_tommasomartinelli
48,1.43,139,95,66.2,19,8,7,8,23.5,1,1,0,0,,2023-2024_emilianomartinez
43,1.19,130,87,69.2,11,13,12,8,22.2,4,3,1,25,,2023-2024_josepmartinez
11,3.67,23,12,60.9,0,0,3,0,0,2,2,0,0,,2023-2024_marcmartinez
1,22.5,1,0,0,0,0,0,0,,0,0,0,,,2023-2024_remimatthews
63,1.91,175,111,66.3,2,11,20,6,18.2,7,4,1,20,,2023-2024_luismaximiano
40,1.3,104,62,63.5,10,13,8,5,16.1,4,2,2,50,,2023-2024_alexmeret
9,1.17,27,19,66.7,4,1,2,3,42.9,0,0,0,,,2023-2024_alexandermeyer
31,0.86,134,103,81.3,13,14,9,18,50,6,6,0,0,,2023-2024_vanjamilinkovic-savic
3,1.53,8,5,62.5,0,1,1,0,0,0,0,0,,,2023-2024_antoniomirante
49,1.32,153,105,69.3,9,10,18,8,21.6,2,2,0,0,,2023-2024_lorenzomontipo
55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,12.5,,2023-2024_kevinmuller
16,1.6,78,62,80.8,2,4,4,0,0,2,1,1,50,,2023-2024_arijanetmuric
12,1.09,34,23,70.6,6,1,4,6,54.5,2,2,0,0,,2023-2024_juanmusso
66,1.94,207,142,72,7,8,19,4,11.8,8,8,0,0,,2023-2024_yvonmvogo
1,30,2,1,50,0,0,0,0,,0,0,0,,,2023-2024_laponava
6,1.5,12,6,58.3,2,2,0,1,25,1,1,0,0,,2023-2024_keylornavas
6,1.5,24,18,79.2,1,2,1,0,0,1,1,0,0,,2023-2024_massambandiaye
55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,16.7,,2023-2024_neto
33,1.45,93,59,66.7,16,1,6,6,26.1,3,2,1,33.3,,2023-2024_manuelneuer
49,1.81,160,111,71.9,6,11,10,4,14.8,4,4,0,0,,2023-2024_moritznicolas
36,1.2,107,74,69.2,20,3,7,11,36.7,3,3,0,0,,2023-2024_alexandernubel
GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,,2023-2024_player
27,1.13,104,78,76.9,8,9,7,6,25,3,3,0,0,,2023-2024_rjannyland
43,1.13,144,101,70.8,24,4,10,13,34.2,2,1,0,0,,2023-2024_janoblak
44,2.1,115,72,67.8,0,6,15,1,4.8,7,7,0,0,,2023-2024_guillermoochoa
25,1.19,89,65,75.3,5,8,8,5,23.8,3,3,0,0,,2023-2024_madukaokoye
13,2.89,34,20,61.8,1,0,3,0,0,1,0,1,100,,2023-2024_robinolsen
18,2.57,47,29,66,1,2,4,0,0,2,2,0,0,,2023-2024_jonasomlin
58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,,2023-2024_andreonana
7,0.99,27,20,74.1,4,1,0,3,60,0,0,0,,,2023-2024_stefanortega
57,1.72,185,128,72.4,8,5,21,6,17.6,6,6,0,0,,2023-2024_alexandreoukidja
8,2,24,16,66.7,1,2,1,1,25,0,0,0,,,2023-2024_jesusowono
27,1.17,74,49,66.2,11,5,7,6,26.1,3,2,0,0,,2023-2024_ruipatricio
17,2.43,38,21,60.5,2,0,5,1,14.3,2,2,0,0,,2023-2024_jiripavlenka
17,1.7,39,22,56.4,6,2,2,2,20,0,0,0,,,2023-2024_inakipena
0,0,0,0,,0,0,0,1,,0,0,0,,,2023-2024_danielperetz
2,2,10,8,80,0,1,0,0,0,0,0,0,,,2023-2024_simoneperilli
1,0.4,5,4,80,2,1,0,1,33.3,0,0,0,,,2023-2024_mattiaperin
2,2,5,3,60,0,0,1,0,0,0,0,0,,,2023-2024_samueleperisan
17,1.89,36,20,52.8,2,1,6,2,22.2,0,0,0,,,2023-2024_pavaopervan
1,3.75,1,0,0,0,0,0,0,,0,0,0,,,2023-2024_denispetric
38,1.72,108,73,65.7,13,5,4,5,22.7,2,1,0,0,,2023-2024_orepetrovic
51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,,2023-2024_jordanpickford
0,0,3,3,100,0,0,0,1,,0,0,0,,,2023-2024_carlopinsoglio
16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,,,2023-2024_nickpope
33,1.1,119,86,73.9,12,6,12,9,30,3,2,0,0,,2023-2024_ivanprovedel
7,3.5,11,4,36.4,1,0,1,0,0,0,0,0,,,2023-2024_ionutradu
GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,,2023-2024_player
12,1.71,27,16,55.6,0,2,5,2,28.6,1,0,0,,,2023-2024_borisradunovic
43,1.19,138,95,71.7,7,15,14,9,25,5,4,1,20,,2023-2024_predragrajkovic
5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,,,2023-2024_aaronramsdale
3,0.5,18,13,83.3,4,1,1,4,66.7,1,0,1,100,,2023-2024_federicoravaglia
24,0.75,69,45,68.1,23,4,5,16,50,3,2,1,33.3,,2023-2024_davidraya
2,1,9,7,77.8,1,1,0,0,0,0,0,0,,,2023-2024_pepereina
36,0.99,130,94,76.2,16,12,9,15,40.5,6,5,1,16.7,,2023-2024_alexremiro
46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,,2023-2024_guillaumerestes
70,2.12,185,116,67,7,12,14,4,12.1,11,9,2,18.2,,2023-2024_manuelriemann
6,2,14,8,57.1,0,1,2,1,33.3,0,0,0,,,2023-2024_remyriou
0,0,1,1,100,0,0,0,1,,0,0,0,,,2023-2024_francescorossi
56,1.7,162,105,68.5,9,6,18,7,21.2,7,5,2,28.6,,2023-2024_frederikrnnow
58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,,2023-2024_josesa
35,1.06,136,101,78.7,14,8,11,14,42.4,8,6,1,14.3,,2023-2024_bricesamba
25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,33.3,,2023-2024_robertsanchez
76,2.45,198,123,62.1,3,7,21,3,9.7,2,1,1,50,,2023-2024_marcelschuhen
60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,,2023-2024_marvinschwabe
2,2,6,4,66.7,0,0,1,0,0,0,0,0,,,2023-2024_alexanderschwolow
55,1.77,129,76,59.7,8,10,13,3,9.7,3,3,0,0,,2023-2024_simonescuffet
27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,,2023-2024_matzsels
24,1.26,62,40,62.9,6,7,6,3,15.8,1,1,0,0,,2023-2024_matzsels
0,0,2,2,100,0,0,0,0,,0,0,0,,,2023-2024_jamesshea
36,1.31,120,85,75.8,10,9,9,9,32.1,8,7,1,12.5,,2023-2024_ruisilva
28,1.65,68,40,67.6,1,11,5,4,23.5,6,6,0,0,,2023-2024_marcosilvestri
33,0.93,122,90,73.8,18,11,7,16,44.4,5,1,3,75,,2023-2024_unaisimon
GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,,2023-2024_player
38,1.12,123,87,75.6,11,8,15,10,29.4,8,8,0,0,,2023-2024_antoniosivera
29,0.91,106,77,75.5,14,13,5,13,40.6,6,3,1,25,,2023-2024_ukaszskorupski
0,0,0,0,,0,0,0,1,,0,0,0,,,2023-2024_danielesommariva
19,0.56,98,78,82.7,27,6,1,19,55.9,4,2,1,33.3,,2023-2024_yannsommer
52,1.37,171,118,72.5,10,13,15,10,26.3,7,5,1,16.7,,2023-2024_davidsoria
16,2.63,32,16,62.5,0,1,4,0,0,4,4,0,0,,2023-2024_alessandrosorrentino
11,1.57,33,23,69.7,3,3,1,2,28.6,1,1,0,0,,2023-2024_marcosportiello
34,2,74,42,58.1,5,4,8,2,11.8,3,3,0,0,,2023-2024_jasonsteele
2,1.33,8,6,75,0,0,1,0,0,0,0,0,,,2023-2024_thomasstrakosha
19,1.27,77,58,76.6,7,4,4,5,33.3,2,1,1,50,,2023-2024_milesvilar
30,0.86,108,79,74.1,17,13,5,15,42.9,3,2,1,33.3,,2023-2024_wojciechszczesny
7,1.19,25,18,72,2,2,1,1,20,0,0,0,,,2023-2024_arnautenas
27,0.96,102,75,75.5,20,5,3,15,53.6,2,2,0,0,,2023-2024_marc-andreterstegen
35,1.06,126,90,77,15,8,10,8,24.2,7,6,1,14.3,,2023-2024_pietroterracciano
62,2.21,166,106,65.7,3,5,20,2,7.1,5,5,0,0,,2023-2024_jamestrafford
48,1.5,137,87,71.5,10,13,9,7,21.9,11,9,2,18.2,,2023-2024_kevintrapp
5,1.25,18,13,77.8,2,0,2,2,50,1,1,0,0,,2023-2024_marktravers
58,1.9,152,94,65.1,6,9,16,4,12.9,7,5,1,16.7,,2023-2024_stefanoturati
28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,,2023-2024_mattturner
12,1.09,31,19,64.5,7,2,2,4,36.4,1,1,0,0,,2023-2024_svenulreich
44,1.21,152,108,74.3,10,10,17,8,21.6,9,5,3,37.5,,2023-2024_alvarovalles
28,1.33,91,63,72.5,7,8,6,4,19,3,3,0,0,,2023-2024_bartverbruggen
61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,,2023-2024_guglielmovicario
4,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,,,2023-2024_franvieites
18,1.6,44,26,63.6,2,4,6,0,0,3,2,1,33.3,,2023-2024_ivanvillar
GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,,2023-2024_player
12,2.4,22,10,50,1,0,4,1,20,1,1,0,0,,2023-2024_odisseasvlachodimos
48,1.6,128,81,64.8,7,12,11,7,23.3,4,3,0,0,,2023-2024_robinzentner
37,1.37,128,92,74.2,9,9,9,6,22.2,4,4,0,0,,2023-2024_michaelzetterer
79,2.47,253,174,69.2,4,7,21,2,6.3,1,1,0,0,,2023-2024_miobackhaus
53,1.84,163,110,69.3,7,9,13,9,31,4,3,1,25,,2023-2024_nordinbakker
42,1.45,146,104,74,10,11,8,5,17.2,5,4,1,20,,2023-2024_vasiliosbarkas
20,0.61,72,54,76.4,29,3,1,18,54.5,3,3,0,0,,2023-2024_walterbentez
14,0.86,41,27,65.9,12,3,2,6,35.3,0,0,0,,,2023-2024_justinbijlow
5,1,16,11,75,3,0,2,3,60,1,1,0,0,,2023-2024_mattijsbranderhorst
74,2.18,226,153,69.5,9,6,19,4,11.8,5,5,0,0,,2023-2024_michaelbrouwer
46,1.57,145,98,71.7,13,9,8,5,16.7,6,5,1,16.7,,2023-2024_jaspercillessen
46,1.35,180,135,75.6,12,10,12,11,32.4,2,2,0,0,,2023-2024_jeffreydelange
27,2.25,60,34,56.7,4,3,5,3,25,1,1,0,0,,2023-2024_mickeyvanderhart
1,1,5,4,80,0,1,0,0,0,0,0,0,,,2023-2024_joeldrommel
73,2.15,204,132,65.2,6,11,17,6,17.6,2,2,0,0,,2023-2024_stijnvangassel
17,2.3,35,18,51.4,1,2,4,1,14.3,1,0,0,,,2023-2024_jaygorter
3,1.5,11,8,81.8,0,1,1,0,0,1,1,0,0,,2023-2024_mikehauptmeijer
0,0,3,3,100,0,1,0,1,100,0,0,0,,,2023-2024_tomhendriks
5,1.4,19,14,78.9,1,0,2,0,0,1,1,0,0,,2023-2024_jeroenhouwen
6,1.2,19,13,68.4,0,3,2,2,40,0,0,0,,,2023-2024_luukkoopmans
7,7,10,3,30,0,0,1,0,0,0,0,0,,,2023-2024_barrylauwers
43,1.95,104,62,61.5,6,4,12,4,18.2,3,3,0,0,,2023-2024_andriesnoppert
2,2.02,10,8,80,,,1,,,,,,,,2023-2024_kaynevanoevelen
48,1.41,161,113,72,14,7,13,8,23.5,5,3,1,25,,2023-2024_nickolij
7,1.75,17,11,58.8,0,2,2,0,0,0,0,0,,,2023-2024_rome-jaydenowusu-oduro
28,1.75,78,51,66.7,5,4,7,4,25,2,2,0,0,,2023-2024_ivorpandur
32,1.58,99,68,68.7,10,7,3,3,15,1,1,0,0,,2023-2024_diantramaj
5,1.07,18,13,72.2,1,2,1,2,50,0,0,0,,,2023-2024_robinroefs
GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%,,2023-2024_player
74,2.18,225,150,69.3,6,6,22,3,8.8,7,5,2,28.6,,2023-2024_eloyroom
12,1.89,30,18,63.3,4,2,1,1,14.3,1,1,0,0,,2023-2024_gernimorulli
28,0.97,109,81,77.1,19,6,4,13,44.8,3,3,0,0,,2023-2024_mathewryan
6,1.16,25,19,76,0,4,1,1,20,0,0,0,,,2023-2024_samuel?ahin-radlinger
64,2,185,123,69.2,9,8,15,5,15.6,9,7,2,22.2,,2023-2024_jasperschendelaar
2,2,12,10,83.3,0,0,1,0,0,1,0,0,,,2023-2024_markspenkelink
2,1,6,5,66.7,2,0,0,0,0,0,0,0,,,2023-2024_przemys?awtyto?
34,1.06,123,89,76.4,19,6,7,10,31.3,6,5,1,16.7,,2023-2024_larsunnerstall
49,1.67,173,125,74,6,8,16,5,16.7,5,4,1,20,,2023-2024_etiennevaessen
4,4,8,4,62.5,0,0,1,0,0,1,1,0,0,,2023-2024_hobieverhulst
22,1.83,51,30,56.9,4,3,5,2,16.7,0,0,0,,,2023-2024_michaelverrips
0,0,1,1,100,0,0,0,0,,0,0,0,,,2023-2024_boywaterman
12,0.68,44,32,75,14,3,0,11,64.7,1,1,0,0,,2023-2024_timonwellenreuther
